DATE,TIME,NB_ JUNCTIONS,NB_speed,NB_traffic_conditions,SB_JUNCTIONS,SB_speed,SB_traffic_conditions,DAYS
01/03/2022,6,J35A - J36,60,None,J36 - J35A,62,None,Tuesday
01/03/2022,6,J35 - J35A,55,None,J35A - J35,66,None,Tuesday
01/03/2022,6,J34 - J35,63,None,J35 - J34,55,None,Tuesday
01/03/2022,6,J33 - J34,64,None,J34 - J33,59,None,Tuesday
01/03/2022,6,J32 - J33,57,None,J33 - J32,65,None,Tuesday
01/03/2022,6,J31 - J32,66,None,J32 - J31,68,Roadworks,Tuesday
01/03/2022,6,J30 - J31,69,None,J31 - J30,68,None,Tuesday
01/03/2022,6,J29A - J30,67,None,J30 - J29A,70,None,Tuesday
01/03/2022,6,J29 - J29A,65,None,J29A - J29,68,None,Tuesday
01/03/2022,6,J28 - J29,64,None,J29 - J28,64,None,Tuesday
01/03/2022,6,J27 - J28,62,None,J28 - J27,64,None,Tuesday
01/03/2022,6,J26 - J27,68,None,J27 - J26,66,None,Tuesday
01/03/2022,6,J25 - J26,69,None,J26 - J25,68,None,Tuesday
01/03/2022,6,J24A -J25,67,None,J25 - J24A,68,None,Tuesday
01/03/2022,6,J24 - J24A,69,None,J24A - J24,66,None,Tuesday
01/03/2022,6,J23A - J24,62,None,J24 - J23A,63,Roadworks,Tuesday
01/03/2022,6,J23 - J23A,66,None,J23A - J23,65,Roadworks,Tuesday
01/03/2022,6,J22 - J23,67,None,J23 - J22,66,None,Tuesday
01/03/2022,6,J21A - J22,70,None,J22 - J21A,52,None,Tuesday
01/03/2022,6,J21- J21A,61,None,J21A - J21,46,Roadworks,Tuesday
01/03/2022,6,J20 - J21,65,Roadworks,J21 - J20,66,Roadworks,Tuesday
01/03/2022,6,J19 - J20,63,None,J20 - J19,68,None,Tuesday
01/03/2022,6,J18 - J19,68,None,J19 - J18,65,None,Tuesday
01/03/2022,6,J17 - J18,67,None,J18 - J17,63,None,Tuesday
01/03/2022,6,J16 - J17,62,None,J17 - J16,47,None,Tuesday
01/03/2022,6,J15A - J16,56,None,J16 - J15A,43,Roadworks,Tuesday
01/03/2022,6,J15 - J15A,57,None,J15A - J15,53,Roadworks,Tuesday
01/03/2022,6,J14 - J15,59,Roadworks,J15 - J14,55,Roadworks,Tuesday
01/03/2022,6,J13 - J14,64,Roadworks,J14 - J13,63,Roadworks,Tuesday
01/03/2022,6,J12 - J13,63,Roadworks,J13 - J12,60,None,Tuesday
01/03/2022,6,J11A -  J12,64,None,J12 - J11A,48,None,Tuesday
01/03/2022,6,J11 - J11A,64,None,J11A - J11,28,None,Tuesday
01/03/2022,6,J10 - J11,59,None,J11 - J10,33,None,Tuesday
01/03/2022,6,J9 - J10,65,None,J10 - J9,29,None,Tuesday
01/03/2022,6,J8 -J9,65,None,J9 - J8,42,None,Tuesday
01/03/2022,6,J7 - J8,59,None,J8 - J7,59,None,Tuesday
01/03/2022,6,J6A -  J7,64,None,J7 - J6A,62,None,Tuesday
01/03/2022,6,J6 - J6A,68,None,J6A - J6,58,None,Tuesday
01/03/2022,6,J5 - J6,70,None,J6 - J5,48,None,Tuesday
01/03/2022,6,J4 - J5,70,Roadworks,J5 - J4,60,None,Tuesday
01/03/2022,6,J2 - J4,70,None,J4 - J2,68,None,Tuesday
01/03/2022,6,J1 - J2,62,None,J2 - J1,34,None,Tuesday
01/03/2022,9,J47- J48,70,None,J48 - J47,70,None,Tuesday
01/03/2022,9,J46 - J47,70,None,J47 - J46,70,None,Tuesday
01/03/2022,9,J45 -J46,70,None,J46 - J45,70,None,Tuesday
01/03/2022,9,J43|44 - J45,70,None,J45 - J43|44,70,Roadworks,Tuesday
01/03/2022,9,J42 - J43|44,69,None,J43|44 - J42,69,None,Tuesday
01/03/2022,9,J41 - J42,68,None,J42 - J41,65,None,Tuesday
01/03/2022,9,J40 - J41,69,None,J41 - J40,70,None,Tuesday
01/03/2022,9,J39- J40,70,None,J40 - J39,68,None,Tuesday
01/03/2022,9,J38 - J39,69,None,J39 - J38,70,None,Tuesday
01/03/2022,9,J37 - J38,70,None,J38 - J37,70,None,Tuesday
01/03/2022,9,J36 - J37,70,None,J37 - J36,70,None,Tuesday
01/03/2022,9,J35A - J36,67,None,J36 - J35A,70,None,Tuesday
01/03/2022,9,J35 - J35A,70,None,J35A - J35,70,None,Tuesday
01/03/2022,9,J34 - J35,68,None,J35 - J34,65,None,Tuesday
01/03/2022,9,J33 - J34,63,None,J34 - J33,62,None,Tuesday
01/03/2022,9,J32 - J33,64,None,J33 - J32,66,None,Tuesday
01/03/2022,9,J31 - J32,68,None,J32 - J31,68,None,Tuesday
01/03/2022,9,J30 - J31,70,None,J31 - J30,67,None,Tuesday
01/03/2022,9,J29A - J30,68,None,J30 - J29A,66,None,Tuesday
01/03/2022,9,J29 - J29A,70,None,J29A - J29,69,None,Tuesday
01/03/2022,9,J28 - J29,70,None,J29 - J28,68,None,Tuesday
01/03/2022,9,J27 - J28,70,None,J28 - J27,69,None,Tuesday
01/03/2022,9,J26 - J27,70,None,J27 - J26,70,None,Tuesday
01/03/2022,9,J25 - J26,68,None,J26 - J25,70,None,Tuesday
01/03/2022,9,J24A -J25,68,None,J25 - J24A,70,None,Tuesday
01/03/2022,9,J24 - J24A,70,None,J24A - J24,68,None,Tuesday
01/03/2022,9,J23A - J24,70,None,J24 - J23A,67,Roadworks,Tuesday
01/03/2022,9,J23 - J23A,70,None,J23A - J23,67,Roadworks,Tuesday
01/03/2022,9,J22 - J23,70,None,J23 - J22,70,None,Tuesday
01/03/2022,9,J21A - J22,70,None,J22 - J21A,70,None,Tuesday
01/03/2022,9,J21- J21A,67,None,J21A - J21,70,Roadworks,Tuesday
01/03/2022,9,J20 - J21,69,None,J21 - J20,70,Roadworks,Tuesday
01/03/2022,9,J19 - J20,67,None,J20 - J19,70,None,Tuesday
01/03/2022,9,J18 - J19,70,None,J19 - J18,70,None,Tuesday
01/03/2022,9,J17 - J18,70,None,J18 - J17,70,None,Tuesday
01/03/2022,9,J16 - J17,68,None,J17 - J16,66,None,Tuesday
01/03/2022,9,J15A - J16,57,None,J16 - J15A,57,None,Tuesday
01/03/2022,9,J15 - J15A,58,None,J15A - J15,55,Roadworks,Tuesday
01/03/2022,9,J14 - J15,57,Roadworks,J15 - J14,3,Roadworks,Tuesday
01/03/2022,9,J13 - J14,7,Incident,J14 - J13,58,Roadworks,Tuesday
01/03/2022,9,J12 - J13,55,Roadworks,J13 - J12,67,None,Tuesday
01/03/2022,9,J11A -  J12,70,None,J12 - J11A,65,None,Tuesday
01/03/2022,9,J11 - J11A,68,None,J11A - J11,65,None,Tuesday
01/03/2022,9,J10 - J11,65,None,J11 - J10,67,None,Tuesday
01/03/2022,9,J9 - J10,66,None,J10 - J9,70,None,Tuesday
01/03/2022,9,J8 -J9,68,None,J9 - J8,68,None,Tuesday
01/03/2022,9,J7 - J8,66,None,J8 - J7,56,None,Tuesday
01/03/2022,9,J6A -  J7,65,None,J7 - J6A,68,None,Tuesday
01/03/2022,9,J6 - J6A,67,None,J6A - J6,68,None,Tuesday
01/03/2022,9,J5 - J6,70,None,J6 - J5,70,None,Tuesday
01/03/2022,9,J4 - J5,70,Roadworks,J5 - J4,70,None,Tuesday
01/03/2022,9,J2 - J4,70,None,J4 - J2,70,None,Tuesday
01/03/2022,9,J1 - J2,66,None,J2 - J1,58,None,Tuesday
01/03/2022,12,J47- J48,70,None,J48 - J47,70,None,Tuesday
01/03/2022,12,J46 - J47,70,None,J47 - J46,70,None,Tuesday
01/03/2022,12,J45 -J46,69,None,J46 - J45,70,None,Tuesday
01/03/2022,12,J43|44 - J45,70,None,J45 - J43|44,69,Roadworks,Tuesday
01/03/2022,12,J42 - J43|44,68,None,J43|44 - J42,68,None,Tuesday
01/03/2022,12,J41 - J42,70,None,J42 - J41,70,None,Tuesday
01/03/2022,12,J40 - J41,70,None,J41 - J40,70,None,Tuesday
01/03/2022,12,J39- J40,70,None,J40 - J39,68,None,Tuesday
01/03/2022,12,J38 - J39,70,None,J39 - J38,68,None,Tuesday
01/03/2022,12,J37 - J38,70,None,J38 - J37,70,None,Tuesday
01/03/2022,12,J36 - J37,70,None,J37 - J36,69,None,Tuesday
01/03/2022,12,J35A - J36,70,None,J36 - J35A,68,None,Tuesday
01/03/2022,12,J35 - J35A,70,None,J35A - J35,69,None,Tuesday
01/03/2022,12,J34 - J35,69,None,J35 - J34,68,None,Tuesday
01/03/2022,12,J33 - J34,61,None,J34 - J33,60,None,Tuesday
01/03/2022,12,J32 - J33,60,None,J33 - J32,65,None,Tuesday
01/03/2022,12,J31 - J32,58,None,J32 - J31,66,None,Tuesday
01/03/2022,12,J30 - J31,64,Roadworks,J31 - J30,70,Roadworks,Tuesday
01/03/2022,12,J29A - J30,70,None,J30 - J29A,70,None,Tuesday
01/03/2022,12,J29 - J29A,70,None,J29A - J29,70,None,Tuesday
01/03/2022,12,J28 - J29,69,None,J29 - J28,69,None,Tuesday
01/03/2022,12,J27 - J28,67,None,J28 - J27,69,None,Tuesday
01/03/2022,12,J26 - J27,68,None,J27 - J26,70,None,Tuesday
01/03/2022,12,J25 - J26,69,None,J26 - J25,70,None,Tuesday
01/03/2022,12,J24A -J25,70,None,J25 - J24A,70,None,Tuesday
01/03/2022,12,J24 - J24A,70,None,J24A - J24,64,None,Tuesday
01/03/2022,12,J23A - J24,69,None,J24 - J23A,62,Roadworks,Tuesday
01/03/2022,12,J23 - J23A,69,None,J23A - J23,58,Roadworks,Tuesday
01/03/2022,12,J22 - J23,70,None,J23 - J22,65,None,Tuesday
01/03/2022,12,J21A - J22,67,None,J22 - J21A,60,None,Tuesday
01/03/2022,12,J21- J21A,65,None,J21A - J21,70,Roadworks,Tuesday
01/03/2022,12,J20 - J21,68,Roadworks,J21 - J20,68,Roadworks,Tuesday
01/03/2022,12,J19 - J20,70,None,J20 - J19,70,None,Tuesday
01/03/2022,12,J18 - J19,69,None,J19 - J18,70,None,Tuesday
01/03/2022,12,J17 - J18,69,None,J18 - J17,70,None,Tuesday
01/03/2022,12,J16 - J17,66,None,J17 - J16,68,None,Tuesday
01/03/2022,12,J15A - J16,57,None,J16 - J15A,57,Roadworks,Tuesday
01/03/2022,12,J15 - J15A,56,Roadworks,J15A - J15,2,Roadworks,Tuesday
01/03/2022,12,J14 - J15,62,Roadworks,J15 - J14,54,Roadworks,Tuesday
01/03/2022,12,J13 - J14,63,Roadworks,J14 - J13,65,Roadworks,Tuesday
01/03/2022,12,J12 - J13,61,None,J13 - J12,57,None,Tuesday
01/03/2022,12,J11A -  J12,61,None,J12 - J11A,65,None,Tuesday
01/03/2022,12,J11 - J11A,67,None,J11A - J11,64,None,Tuesday
01/03/2022,12,J10 - J11,66,None,J11 - J10,62,None,Tuesday
01/03/2022,12,J9 - J10,70,None,J10 - J9,64,None,Tuesday
01/03/2022,12,J8 -J9,59,None,J9 - J8,56,None,Tuesday
01/03/2022,12,J7 - J8,66,None,J8 - J7,66,None,Tuesday
01/03/2022,12,J6A -  J7,68,None,J7 - J6A,68,None,Tuesday
01/03/2022,12,J6 - J6A,70,None,J6A - J6,69,None,Tuesday
01/03/2022,12,J5 - J6,66,Roadworks,J6 - J5,70,None,Tuesday
01/03/2022,12,J4 - J5,61,None,J5 - J4,70,None,Tuesday
01/03/2022,12,J2 - J4,63,None,J4 - J2,53,None,Tuesday
01/03/2022,12,J1 - J2,60,None,J2 - J1,60,None,Tuesday
01/03/2022,15,J47- J48,70,None,J48 - J47,63,None,Tuesday
01/03/2022,15,J46 - J47,66,None,J47 - J46,63,None,Tuesday
01/03/2022,15,J45 -J46,63,None,J46 - J45,69,None,Tuesday
01/03/2022,15,J43|44 - J45,66,None,J45 - J43|44,67,None,Tuesday
01/03/2022,15,J42 - J43|44,64,None,J43|44 - J42,67,None,Tuesday
01/03/2022,15,J41 - J42,65,None,J42 - J41,58,None,Tuesday
01/03/2022,15,J40 - J41,66,None,J41 - J40,42,None,Tuesday
01/03/2022,15,J39- J40,66,None,J40 - J39,59,None,Tuesday
01/03/2022,15,J38 - J39,70,None,J39 - J38,64,None,Tuesday
01/03/2022,15,J37 - J38,70,None,J38 - J37,66,None,Tuesday
01/03/2022,15,J36 - J37,66,None,J37 - J36,59,None,Tuesday
01/03/2022,15,J35A - J36,63,None,J36 - J35A,62,None,Tuesday
01/03/2022,15,J35 - J35A,67,None,J35A - J35,58,None,Tuesday
01/03/2022,15,J34 - J35,64,None,J35 - J34,61,None,Tuesday
01/03/2022,15,J33 - J34,62,None,J34 - J33,61,None,Tuesday
01/03/2022,15,J32 - J33,52,None,J33 - J32,63,None,Tuesday
01/03/2022,15,J31 - J32,63,Roadworks,J32 - J31,67,None,Tuesday
01/03/2022,15,J30 - J31,67,None,J31 - J30,68,None,Tuesday
01/03/2022,15,J29A - J30,70,None,J30 - J29A,67,Roadworks,Tuesday
01/03/2022,15,J29 - J29A,70,None,J29A - J29,67,Roadworks,Tuesday
01/03/2022,15,J28 - J29,70,None,J29 - J28,65,None,Tuesday
01/03/2022,15,J27 - J28,67,None,J28 - J27,66,None,Tuesday
01/03/2022,15,J26 - J27,67,None,J27 - J26,64,None,Tuesday
01/03/2022,15,J25 - J26,64,None,J26 - J25,65,None,Tuesday
01/03/2022,15,J24A -J25,69,None,J25 - J24A,61,None,Tuesday
01/03/2022,15,J24 - J24A,66,None,J24A - J24,60,None,Tuesday
01/03/2022,15,J23A - J24,67,None,J24 - J23A,67,None,Tuesday
01/03/2022,15,J23 - J23A,68,None,J23A - J23,66,None,Tuesday
01/03/2022,15,J22 - J23,67,None,J23 - J22,67,None,Tuesday
01/03/2022,15,J21A - J22,57,None,J22 - J21A,68,None,Tuesday
01/03/2022,15,J21- J21A,62,None,J21A - J21,70,Roadworks,Tuesday
01/03/2022,15,J20 - J21,65,None,J21 - J20,66,Roadworks,Tuesday
01/03/2022,15,J19 - J20,63,None,J20 - J19,64,None,Tuesday
01/03/2022,15,J18 - J19,61,Roadworks,J19 - J18,63,None,Tuesday
01/03/2022,15,J17 - J18,63,None,J18 - J17,64,Roadworks,Tuesday
01/03/2022,15,J16 - J17,63,None,J17 - J16,62,Roadworks,Tuesday
01/03/2022,15,J15A - J16,56,Congestion,J16 - J15A,54,Roadworks,Tuesday
01/03/2022,15,J15 - J15A,55,Roadworks,J15A - J15,55,Roadworks,Tuesday
01/03/2022,15,J14 - J15,59,Roadworks,J15 - J14,58,None,Tuesday
01/03/2022,15,J13 - J14,64,Roadworks,J14 - J13,64,Roadworks,Tuesday
01/03/2022,15,J12 - J13,59,Roadworks,J13 - J12,61,Roadworks,Tuesday
01/03/2022,15,J11A -  J12,60,None,J12 - J11A,57,None,Tuesday
01/03/2022,15,J11 - J11A,62,None,J11A - J11,62,Roadworks,Tuesday
01/03/2022,15,J10 - J11,59,None,J11 - J10,56,Roadworks,Tuesday
01/03/2022,15,J9 - J10,66,Roadworks,J10 - J9,60,None,Tuesday
01/03/2022,15,J8 -J9,65,None,J9 - J8,62,Roadworks,Tuesday
01/03/2022,15,J7 - J8,57,None,J8 - J7,58,Roadworks,Tuesday
01/03/2022,15,J6A -  J7,67,None,J7 - J6A,70,Roadworks,Tuesday
01/03/2022,15,J6 - J6A,61,None,J6A - J6,58,None,Tuesday
01/03/2022,15,J5 - J6,67,Roadworks,J6 - J5,66,None,Tuesday
01/03/2022,15,J4 - J5,68,Roadworks,J5 - J4,68,None,Tuesday
01/03/2022,15,J2 - J4,68,Roadworks,J4 - J2,70,None,Tuesday
01/03/2022,15,J1 - J2,70,Roadworks,J2 - J1,56,None,Tuesday
01/03/2022,18,J47- J48,70,None,J48 - J47,70,None,Tuesday
01/03/2022,18,J46 - J47,70,None,J47 - J46,70,None,Tuesday
01/03/2022,18,J45 -J46,66,None,J46 - J45,68,None,Tuesday
01/03/2022,18,J43|44 - J45,68,None,J45 - J43|44,65,None,Tuesday
01/03/2022,18,J42 - J43|44,65,None,J43|44 - J42,51,Roadworks,Tuesday
01/03/2022,18,J41 - J42,70,Roadworks,J42 - J41,54,Roadworks,Tuesday
01/03/2022,18,J40 - J41,68,Roadworks,J41 - J40,60,None,Tuesday
01/03/2022,18,J39- J40,67,Roadworks,J40 - J39,68,None,Tuesday
01/03/2022,18,J38 - J39,65,Roadworks,J39 - J38,70,None,Tuesday
01/03/2022,18,J37 - J38,70,None,J38 - J37,69,None,Tuesday
01/03/2022,18,J36 - J37,69,None,J37 - J36,66,None,Tuesday
01/03/2022,18,J35A - J36,70,None,J36 - J35A,68,None,Tuesday
01/03/2022,18,J35 - J35A,69,None,J35A - J35,69,None,Tuesday
01/03/2022,18,J34 - J35,68,None,J35 - J34,70,None,Tuesday
01/03/2022,18,J33 - J34,66,None,J34 - J33,59,None,Tuesday
01/03/2022,18,J32 - J33,65,None,J33 - J32,64,None,Tuesday
01/03/2022,18,J31 - J32,66,None,J32 - J31,61,Roadworks,Tuesday
01/03/2022,18,J30 - J31,69,None,J31 - J30,64,None,Tuesday
01/03/2022,18,J29A - J30,61,None,J30 - J29A,63,Roadworks,Tuesday
01/03/2022,18,J29 - J29A,59,None,J29A - J29,45,Roadworks,Tuesday
01/03/2022,18,J28 - J29,70,None,J29 - J28,66,None,Tuesday
01/03/2022,18,J27 - J28,70,None,J28 - J27,67,None,Tuesday
01/03/2022,18,J26 - J27,68,None,J27 - J26,68,None,Tuesday
01/03/2022,18,J25 - J26,70,None,J26 - J25,69,None,Tuesday
01/03/2022,18,J24A -J25,66,None,J25 - J24A,68,None,Tuesday
01/03/2022,18,J24 - J24A,63,None,J24A - J24,51,None,Tuesday
01/03/2022,18,J23A - J24,64,None,J24 - J23A,19,Roadworks,Tuesday
01/03/2022,18,J23 - J23A,62,None,J23A - J23,61,Roadworks,Tuesday
01/03/2022,18,J22 - J23,61,None,J23 - J22,56,None,Tuesday
01/03/2022,18,J21A - J22,56,None,J22 - J21A,55,None,Tuesday
01/03/2022,18,J21- J21A,57,None,J21A - J21,55,Roadworks,Tuesday
01/03/2022,18,J20 - J21,57,Roadworks,J21 - J20,60,Roadworks,Tuesday
01/03/2022,18,J19 - J20,63,None,J20 - J19,69,Roadworks,Tuesday
01/03/2022,18,J18 - J19,63,None,J19 - J18,59,None,Tuesday
01/03/2022,18,J17 - J18,64,None,J18 - J17,58,None,Tuesday
01/03/2022,18,J16 - J17,61,Roadworks,J17 - J16,62,None,Tuesday
01/03/2022,18,J15A - J16,60,None,J16 - J15A,54,Roadworks,Tuesday
01/03/2022,18,J15 - J15A,58,None,J15A - J15,49,Roadworks,Tuesday
01/03/2022,18,J14 - J15,57,Roadworks,J15 - J14,56,Roadworks,Tuesday
01/03/2022,18,J13 - J14,65,Roadworks,J14 - J13,63,Roadworks,Tuesday
01/03/2022,18,J12 - J13,66,Roadworks,J13 - J12,63,None,Tuesday
01/03/2022,18,J11A -  J12,65,None,J12 - J11A,61,None,Tuesday
01/03/2022,18,J11 - J11A,65,None,J11A - J11,52,None,Tuesday
01/03/2022,18,J10 - J11,62,None,J11 - J10,61,None,Tuesday
01/03/2022,18,J9 - J10,69,None,J10 - J9,63,None,Tuesday
01/03/2022,18,J8 -J9,66,None,J9 - J8,61,None,Tuesday
01/03/2022,18,J7 - J8,63,None,J8 - J7,58,None,Tuesday
01/03/2022,18,J6A -  J7,66,None,J7 - J6A,62,None,Tuesday
01/03/2022,18,J6 - J6A,69,None,J6A - J6,68,None,Tuesday
01/03/2022,18,J5 - J6,69,None,J6 - J5,62,None,Tuesday
01/03/2022,18,J4 - J5,67,Roadworks,J5 - J4,66,None,Tuesday
01/03/2022,18,J2 - J4,70,None,J4 - J2,68,None,Tuesday
01/03/2022,18,J1 - J2,70,None,J2 - J1,62,None,Tuesday
01/03/2022,21,J47- J48,70,None,J48 - J47,70,None,Tuesday
01/03/2022,21,J46 - J47,59,None,J47 - J46,70,Roadworks,Tuesday
01/03/2022,21,J45 -J46,59,None,J46 - J45,70,None,Tuesday
01/03/2022,21,J43|44 - J45,60,None,J45 - J43|44,70,None,Tuesday
01/03/2022,21,J42 - J43|44,62,None,J43|44 - J42,64,None,Tuesday
01/03/2022,21,J41 - J42,66,None,J42 - J41,64,None,Tuesday
01/03/2022,21,J40 - J41,66,None,J41 - J40,70,None,Tuesday
01/03/2022,21,J39- J40,65,None,J40 - J39,70,None,Tuesday
01/03/2022,21,J38 - J39,64,None,J39 - J38,70,None,Tuesday
01/03/2022,21,J37 - J38,70,Roadworks,J38 - J37,67,None,Tuesday
01/03/2022,21,J36 - J37,67,None,J37 - J36,66,None,Tuesday
01/03/2022,21,J35A - J36,69,None,J36 - J35A,62,None,Tuesday
01/03/2022,21,J35 - J35A,67,None,J35A - J35,69,Roadworks,Tuesday
01/03/2022,21,J34 - J35,67,Roadworks,J35 - J34,67,Roadworks,Tuesday
01/03/2022,21,J33 - J34,57,Roadworks,J34 - J33,58,None,Tuesday
01/03/2022,21,J32 - J33,65,None,J33 - J32,62,None,Tuesday
01/03/2022,21,J31 - J32,67,None,J32 - J31,61,None,Tuesday
01/03/2022,21,J30 - J31,69,None,J31 - J30,58,None,Tuesday
01/03/2022,21,J29A - J30,70,Roadworks,J30 - J29A,50,Roadworks,Tuesday
01/03/2022,21,J29 - J29A,70,Roadworks,J29A - J29,57,Roadworks,Tuesday
01/03/2022,21,J28 - J29,69,Roadworks,J29 - J28,61,None,Tuesday
01/03/2022,21,J27 - J28,67,None,J28 - J27,60,Roadworks,Tuesday
01/03/2022,21,J26 - J27,69,None,J27 - J26,70,Roadworks,Tuesday
01/03/2022,21,J25 - J26,70,None,J26 - J25,70,None,Tuesday
01/03/2022,21,J24A -J25,70,Roadworks,J25 - J24A,69,None,Tuesday
01/03/2022,21,J24 - J24A,65,Roadworks,J24A - J24,64,None,Tuesday
01/03/2022,21,J23A - J24,70,Roadworks,J24 - J23A,59,Roadworks,Tuesday
01/03/2022,21,J23 - J23A,69,Roadworks,J23A - J23,60,Roadworks,Tuesday
01/03/2022,21,J22 - J23,69,None,J23 - J22,60,None,Tuesday
01/03/2022,21,J21A - J22,70,None,J22 - J21A,63,None,Tuesday
01/03/2022,21,J21- J21A,64,None,J21A - J21,70,Roadworks,Tuesday
01/03/2022,21,J20 - J21,63,Roadworks,J21 - J20,60,Roadworks,Tuesday
01/03/2022,21,J19 - J20,67,None,J20 - J19,58,None,Tuesday
01/03/2022,21,J18 - J19,67,None,J19 - J18,61,None,Tuesday
01/03/2022,21,J17 - J18,69,None,J18 - J17,55,None,Tuesday
01/03/2022,21,J16 - J17,68,None,J17 - J16,63,None,Tuesday
01/03/2022,21,J15A - J16,57,Roadworks,J16 - J15A,57,Roadworks,Tuesday
01/03/2022,21,J15 - J15A,53,None,J15A - J15,57,Roadworks,Tuesday
01/03/2022,21,J14 - J15,57,None,J15 - J14,59,Roadworks,Tuesday
01/03/2022,21,J13 - J14,59,Roadworks,J14 - J13,58,Roadworks,Tuesday
01/03/2022,21,J12 - J13,61,Roadworks,J13 - J12,60,None,Tuesday
01/03/2022,21,J11A -  J12,64,None,J12 - J11A,63,None,Tuesday
01/03/2022,21,J11 - J11A,65,None,J11A - J11,57,None,Tuesday
01/03/2022,21,J10 - J11,63,None,J11 - J10,58,None,Tuesday
01/03/2022,21,J9 - J10,66,None,J10 - J9,66,None,Tuesday
01/03/2022,21,J8 -J9,64,None,J9 - J8,60,None,Tuesday
01/03/2022,21,J7 - J8,57,None,J8 - J7,62,None,Tuesday
01/03/2022,21,J6A -  J7,64,None,J7 - J6A,60,None,Tuesday
01/03/2022,21,J6 - J6A,67,None,J6A - J6,70,None,Tuesday
01/03/2022,21,J5 - J6,70,None,J6 - J5,68,None,Tuesday
01/03/2022,21,J4 - J5,67,Roadworks,J5 - J4,68,None,Tuesday
01/03/2022,21,J2 - J4,65,None,J4 - J2,66,None,Tuesday
01/03/2022,21,J1 - J2,55,None,J2 - J1,53,None,Tuesday
02/03/2022,0,J47- J48,70,None,J48 - J47,65,None,Wednesday
02/03/2022,0,J46 - J47,70,Roadworks,J47 - J46,62,None,Wednesday
02/03/2022,0,J45 -J46,70,None,J46 - J45,64,None,Wednesday
02/03/2022,0,J43|44 - J45,69,None,J45 - J43|44,65,None,Wednesday
02/03/2022,0,J42 - J43|44,62,None,J43|44 - J42,68,None,Wednesday
02/03/2022,0,J41 - J42,69,None,J42 - J41,70,None,Wednesday
02/03/2022,0,J40 - J41,67,None,J41 - J40,70,None,Wednesday
02/03/2022,0,J39- J40,66,None,J40 - J39,70,None,Wednesday
02/03/2022,0,J38 - J39,70,None,J39 - J38,70,None,Wednesday
02/03/2022,0,J37 - J38,70,None,J38 - J37,69,None,Wednesday
02/03/2022,0,J36 - J37,70,None,J37 - J36,65,None,Wednesday
02/03/2022,0,J35A - J36,70,None,J36 - J35A,64,None,Wednesday
02/03/2022,0,J35 - J35A,68,None,J35A - J35,69,None,Wednesday
02/03/2022,0,J34 - J35,65,None,J35 - J34,66,Roadworks,Wednesday
02/03/2022,0,J33 - J34,62,None,J34 - J33,61,None,Wednesday
02/03/2022,0,J32 - J33,59,None,J33 - J32,62,None,Wednesday
02/03/2022,0,J31 - J32,63,None,J32 - J31,57,None,Wednesday
02/03/2022,0,J30 - J31,58,None,J31 - J30,59,Roadworks,Wednesday
02/03/2022,0,J29A - J30,58,None,J30 - J29A,63,Roadworks,Wednesday
02/03/2022,0,J29 - J29A,60,Roadworks,J29A - J29,66,None,Wednesday
02/03/2022,0,J28 - J29,65,None,J29 - J28,68,None,Wednesday
02/03/2022,0,J27 - J28,70,None,J28 - J27,65,None,Wednesday
02/03/2022,0,J26 - J27,66,None,J27 - J26,66,Roadworks,Wednesday
02/03/2022,0,J25 - J26,66,None,J26 - J25,65,Roadworks,Wednesday
02/03/2022,0,J24A -J25,60,Roadworks,J25 - J24A,60,None,Wednesday
02/03/2022,0,J24 - J24A,63,None,J24A - J24,61,None,Wednesday
02/03/2022,0,J23A - J24,62,Roadworks,J24 - J23A,34,Roadworks,Wednesday
02/03/2022,0,J23 - J23A,62,Roadworks,J23A - J23,65,Roadworks,Wednesday
02/03/2022,0,J22 - J23,69,None,J23 - J22,63,None,Wednesday
02/03/2022,0,J21A - J22,70,None,J22 - J21A,65,None,Wednesday
02/03/2022,0,J21- J21A,68,None,J21A - J21,65,Roadworks,Wednesday
02/03/2022,0,J20 - J21,56,None,J21 - J20,57,Roadworks,Wednesday
02/03/2022,0,J19 - J20,59,None,J20 - J19,59,None,Wednesday
02/03/2022,0,J18 - J19,67,Roadworks,J19 - J18,60,None,Wednesday
02/03/2022,0,J17 - J18,62,Roadworks,J18 - J17,65,None,Wednesday
02/03/2022,0,J16 - J17,59,Roadworks,J17 - J16,64,None,Wednesday
02/03/2022,0,J15A - J16,58,None,J16 - J15A,54,None,Wednesday
02/03/2022,0,J15 - J15A,59,None,J15A - J15,50,Roadworks,Wednesday
02/03/2022,0,J14 - J15,55,Roadworks,J15 - J14,3,Roadworks,Wednesday
02/03/2022,0,J13 - J14,61,Roadworks,J14 - J13,60,Roadworks,Wednesday
02/03/2022,0,J12 - J13,58,Roadworks,J13 - J12,58,Roadworks,Wednesday
02/03/2022,0,J11A -  J12,54,Roadworks,J12 - J11A,55,Roadworks,Wednesday
02/03/2022,0,J11 - J11A,69,Roadworks,J11A - J11,65,None,Wednesday
02/03/2022,0,J10 - J11,68,Roadworks,J11 - J10,62,None,Wednesday
02/03/2022,0,J9 - J10,65,None,J10 - J9,61,None,Wednesday
02/03/2022,0,J8 -J9,30,Roadworks,J9 - J8,62,None,Wednesday
02/03/2022,0,J7 - J8,53,Roadworks,J8 - J7,56,None,Wednesday
02/03/2022,0,J6A -  J7,49,Roadworks,J7 - J6A,70,None,Wednesday
