DATE,TIME,NB_ JUNCTIONS,NB_speed,NB_traffic_conditions,SB_JUNCTIONS,SB_speed,SB_traffic_conditions,DAYS
25/02/2022,18,J38 - J39,66,None,J39 - J38,60,None,Friday
25/02/2022,18,J37 - J38,59,None,J38 - J37,56,None,Friday
25/02/2022,18,J36 - J37,60,None,J37 - J36,57,None,Friday
25/02/2022,18,J35A - J36,62,None,J36 - J35A,62,None,Friday
25/02/2022,18,J35 - J35A,59,None,J35A - J35,61,None,Friday
25/02/2022,18,J34 - J35,64,None,J35 - J34,64,None,Friday
25/02/2022,18,J33 - J34,59,None,J34 - J33,58,Roadworks,Friday
25/02/2022,18,J32 - J33,56,None,J33 - J32,54,Roadworks,Friday
25/02/2022,18,J31 - J32,55,None,J32 - J31,55,None,Friday
25/02/2022,18,J30 - J31,63,None,J31 - J30,62,None,Friday
25/02/2022,18,J29A - J30,63,None,J30 - J29A,64,None,Friday
25/02/2022,18,J29 - J29A,61,None,J29A - J29,63,None,Friday
25/02/2022,18,J28 - J29,63,None,J29 - J28,64,None,Friday
25/02/2022,18,J27 - J28,65,None,J28 - J27,66,None,Friday
25/02/2022,18,J26 - J27,57,None,J27 - J26,68,None,Friday
25/02/2022,18,J25 - J26,62,None,J26 - J25,70,None,Friday
25/02/2022,18,J24A -J25,67,None,J25 - J24A,67,None,Friday
25/02/2022,18,J24 - J24A,67,None,J24A - J24,67,None,Friday
25/02/2022,18,J23A - J24,68,None,J24 - J23A,66,Roadworks,Friday
25/02/2022,18,J23 - J23A,69,None,J23A - J23,61,None,Friday
25/02/2022,18,J22 - J23,66,Roadworks,J23 - J22,60,Roadworks,Friday
25/02/2022,18,J21A - J22,64,None,J22 - J21A,65,Roadworks,Friday
25/02/2022,18,J21- J21A,67,None,J21A - J21,64,None,Friday
25/02/2022,18,J20 - J21,67,None,J21 - J20,66,None,Friday
25/02/2022,18,J19 - J20,70,Roadworks,J20 - J19,65,None,Friday
25/02/2022,18,J18 - J19,70,None,J19 - J18,67,None,Friday
25/02/2022,18,J17 - J18,70,None,J18 - J17,67,None,Friday
25/02/2022,18,J16 - J17,67,Roadworks,J17 - J16,68,None,Friday
25/02/2022,18,J15A - J16,63,Roadworks,J16 - J15A,67,Roadworks,Friday
25/02/2022,18,J15 - J15A,52,Roadworks,J15A - J15,63,Roadworks,Friday
25/02/2022,18,J14 - J15,62,None,J15 - J14,61,None,Friday
25/02/2022,18,J13 - J14,64,None,J14 - J13,61,None,Friday
25/02/2022,18,J12 - J13,63,None,J13 - J12,62,None,Friday
25/02/2022,18,J11A -  J12,67,None,J12 - J11A,58,None,Friday
25/02/2022,18,J11 - J11A,66,None,J11A - J11,59,None,Friday
25/02/2022,18,J10 - J11,70,None,J11 - J10,66,None,Friday
25/02/2022,18,J9 - J10,70,None,J10 - J9,64,None,Friday
25/02/2022,18,J8 -J9,66,None,J9 - J8,59,None,Friday
25/02/2022,18,J7 - J8,66,None,J8 - J7,42,None,Friday
25/02/2022,18,J6A -  J7,65,None,J7 - J6A,58,None,Friday
25/02/2022,18,J6 - J6A,64,None,J6A - J6,67,None,Friday
25/02/2022,18,J5 - J6,66,None,J6 - J5,67,None,Friday
25/02/2022,18,J4 - J5,63,None,J5 - J4,69,None,Friday
25/02/2022,18,J2 - J4,66,None,J4 - J2,63,None,Friday
25/02/2022,18,J1 - J2,70,None,J2 - J1,63,None,Friday
26/02/2022,0,J47- J48,70,None,J48 - J47,63,None,Saturday
26/02/2022,0,J46 - J47,70,None,J47 - J46,62,None,Saturday
26/02/2022,0,J45 -J46,62,None,J46 - J45,64,None,Saturday
26/02/2022,0,J43|44 - J45,66,None,J45 - J43|44,61,None,Saturday
26/02/2022,0,J42 - J43|44,67,None,J43|44 - J42,67,None,Saturday
26/02/2022,0,J41 - J42,62,None,J42 - J41,68,None,Saturday
26/02/2022,0,J40 - J41,63,None,J41 - J40,68,None,Saturday
26/02/2022,0,J39- J40,60,None,J40 - J39,68,None,Saturday
26/02/2022,0,J38 - J39,63,None,J39 - J38,68,None,Saturday
26/02/2022,0,J37 - J38,70,None,J38 - J37,66,None,Saturday
26/02/2022,0,J36 - J37,68,None,J37 - J36,62,None,Saturday
26/02/2022,0,J35A - J36,69,None,J36 - J35A,64,None,Saturday
26/02/2022,0,J35 - J35A,69,None,J35A - J35,49,Roadworks,Saturday
26/02/2022,0,J34 - J35,58,None,J35 - J34,65,None,Saturday
26/02/2022,0,J33 - J34,57,None,J34 - J33,61,None,Saturday
26/02/2022,0,J32 - J33,59,None,J33 - J32,58,None,Saturday
26/02/2022,0,J31 - J32,64,None,J32 - J31,57,None,Saturday
26/02/2022,0,J30 - J31,68,None,J31 - J30,66,None,Saturday
26/02/2022,0,J29A - J30,60,None,J30 - J29A,68,None,Saturday
26/02/2022,0,J29 - J29A,52,None,J29A - J29,65,None,Saturday
26/02/2022,0,J28 - J29,44,Roadworks,J29 - J28,67,None,Saturday
26/02/2022,0,J27 - J28,61,None,J28 - J27,67,None,Saturday
26/02/2022,0,J26 - J27,67,None,J27 - J26,66,None,Saturday
26/02/2022,0,J25 - J26,56,None,J26 - J25,68,None,Saturday
26/02/2022,0,J24A -J25,60,None,J25 - J24A,66,None,Saturday
26/02/2022,0,J24 - J24A,57,None,J24A - J24,64,None,Saturday
26/02/2022,0,J23A - J24,58,None,J24 - J23A,37,Roadworks,Saturday
26/02/2022,0,J23 - J23A,60,None,J23A - J23,65,None,Saturday
26/02/2022,0,J22 - J23,64,None,J23 - J22,64,None,Saturday
26/02/2022,0,J21A - J22,61,None,J22 - J21A,58,None,Saturday
26/02/2022,0,J21- J21A,62,None,J21A - J21,62,None,Saturday
26/02/2022,0,J20 - J21,62,None,J21 - J20,58,None,Saturday
26/02/2022,0,J19 - J20,68,None,J20 - J19,65,None,Saturday
26/02/2022,0,J18 - J19,45,Roadworks,J19 - J18,67,None,Saturday
26/02/2022,0,J17 - J18,62,None,J18 - J17,60,None,Saturday
26/02/2022,0,J16 - J17,58,None,J17 - J16,63,None,Saturday
26/02/2022,0,J15A - J16,56,None,J16 - J15A,54,None,Saturday
26/02/2022,0,J15 - J15A,54,None,J15A - J15,29,Roadworks,Saturday
26/02/2022,0,J14 - J15,55,None,J15 - J14,2,Congestion,Saturday
26/02/2022,0,J13 - J14,61,None,J14 - J13,58,None,Saturday
26/02/2022,0,J12 - J13,6,Incident,J13 - J12,52,None,Saturday
26/02/2022,0,J11A -  J12,66,None,J12 - J11A,54,None,Saturday
26/02/2022,0,J11 - J11A,50,None,J11A - J11,53,None,Saturday
26/02/2022,0,J10 - J11,64,None,J11 - J10,66,None,Saturday
26/02/2022,0,J9 - J10,70,None,J10 - J9,70,None,Saturday
26/02/2022,0,J8 -J9,68,None,J9 - J8,65,None,Saturday
26/02/2022,0,J7 - J8,64,None,J8 - J7,55,None,Saturday
26/02/2022,0,J6A -  J7,65,None,J7 - J6A,66,None,Saturday
26/02/2022,0,J6 - J6A,65,None,J6A - J6,70,None,Saturday
26/02/2022,0,J5 - J6,68,None,J6 - J5,64,None,Saturday
26/02/2022,0,J4 - J5,67,None,J5 - J4,64,None,Saturday
26/02/2022,0,J2 - J4,67,None,J4 - J2,66,None,Saturday
26/02/2022,0,J1 - J2,68,None,J2 - J1,56,None,Saturday
26/02/2022,3,J47- J48,69,None,J48 - J47,59,None,Saturday
26/02/2022,3,J46 - J47,70,None,J47 - J46,68,None,Saturday
26/02/2022,3,J45 -J46,70,None,J46 - J45,69,None,Saturday
26/02/2022,3,J43|44 - J45,70,None,J45 - J43|44,70,None,Saturday
26/02/2022,3,J42 - J43|44,67,None,J43|44 - J42,70,None,Saturday
26/02/2022,3,J41 - J42,63,None,J42 - J41,65,None,Saturday
26/02/2022,3,J40 - J41,58,None,J41 - J40,58,None,Saturday
26/02/2022,3,J39- J40,64,None,J40 - J39,63,None,Saturday
26/02/2022,3,J38 - J39,62,None,J39 - J38,67,None,Saturday
26/02/2022,3,J37 - J38,61,None,J38 - J37,63,None,Saturday
26/02/2022,3,J36 - J37,62,None,J37 - J36,66,None,Saturday
26/02/2022,3,J35A - J36,65,None,J36 - J35A,62,None,Saturday
26/02/2022,3,J35 - J35A,59,None,J35A - J35,62,None,Saturday
26/02/2022,3,J34 - J35,65,None,J35 - J34,67,None,Saturday
26/02/2022,3,J33 - J34,57,None,J34 - J33,59,None,Saturday
26/02/2022,3,J32 - J33,56,None,J33 - J32,55,None,Saturday
26/02/2022,3,J31 - J32,59,None,J32 - J31,55,None,Saturday
26/02/2022,3,J30 - J31,67,None,J31 - J30,66,None,Saturday
26/02/2022,3,J29A - J30,64,None,J30 - J29A,68,None,Saturday
26/02/2022,3,J29 - J29A,67,None,J29A - J29,67,None,Saturday
26/02/2022,3,J28 - J29,70,None,J29 - J28,67,None,Saturday
26/02/2022,3,J27 - J28,65,None,J28 - J27,63,None,Saturday
26/02/2022,3,J26 - J27,61,None,J27 - J26,59,None,Saturday
26/02/2022,3,J25 - J26,69,None,J26 - J25,65,None,Saturday
26/02/2022,3,J24A -J25,70,None,J25 - J24A,66,None,Saturday
26/02/2022,3,J24 - J24A,70,None,J24A - J24,65,None,Saturday
26/02/2022,3,J23A - J24,70,None,J24 - J23A,65,None,Saturday
26/02/2022,3,J23 - J23A,69,None,J23A - J23,65,None,Saturday
26/02/2022,3,J22 - J23,69,None,J23 - J22,63,None,Saturday
26/02/2022,3,J21A - J22,69,None,J22 - J21A,65,None,Saturday
26/02/2022,3,J21- J21A,68,None,J21A - J21,65,None,Saturday
26/02/2022,3,J20 - J21,70,None,J21 - J20,26,None,Saturday
26/02/2022,3,J19 - J20,70,None,J20 - J19,66,None,Saturday
26/02/2022,3,J18 - J19,70,None,J19 - J18,68,None,Saturday
26/02/2022,3,J17 - J18,70,None,J18 - J17,70,None,Saturday
26/02/2022,3,J16 - J17,70,None,J17 - J16,65,None,Saturday
26/02/2022,3,J15A - J16,69,None,J16 - J15A,69,None,Saturday
26/02/2022,3,J15 - J15A,60,None,J15A - J15,60,None,Saturday
26/02/2022,3,J14 - J15,63,None,J15 - J14,59,None,Saturday
26/02/2022,3,J13 - J14,66,None,J14 - J13,63,None,Saturday
26/02/2022,3,J12 - J13,67,None,J13 - J12,70,Incident,Saturday
26/02/2022,3,J11A -  J12,68,None,J12 - J11A,66,None,Saturday
26/02/2022,3,J11 - J11A,70,None,J11A - J11,70,None,Saturday
26/02/2022,3,J10 - J11,70,None,J11 - J10,70,None,Saturday
26/02/2022,3,J9 - J10,70,None,J10 - J9,70,None,Saturday
26/02/2022,3,J8 -J9,64,None,J9 - J8,65,None,Saturday
26/02/2022,3,J7 - J8,62,None,J8 - J7,63,Roadworks,Saturday
26/02/2022,3,J6A -  J7,64,None,J7 - J6A,67,Roadworks,Saturday
26/02/2022,3,J6 - J6A,66,None,J6A - J6,69,Roadworks,Saturday
26/02/2022,3,J5 - J6,67,None,J6 - J5,64,None,Saturday
26/02/2022,3,J4 - J5,70,None,J5 - J4,70,None,Saturday
26/02/2022,3,J2 - J4,69,None,J4 - J2,70,None,Saturday
26/02/2022,3,J1 - J2,70,None,J2 - J1,70,None,Saturday
26/02/2022,6,J47- J48,70,None,J48 - J47,70,None,Saturday
26/02/2022,6,J46 - J47,70,None,J47 - J46,70,None,Saturday
26/02/2022,6,J45 -J46,70,None,J46 - J45,69,None,Saturday
26/02/2022,6,J43|44 - J45,70,None,J45 - J43|44,67,None,Saturday
26/02/2022,6,J42 - J43|44,67,None,J43|44 - J42,70,None,Saturday
26/02/2022,6,J41 - J42,70,None,J42 - J41,68,None,Saturday
26/02/2022,6,J40 - J41,70,None,J41 - J40,63,None,Saturday
26/02/2022,6,J39- J40,69,None,J40 - J39,60,None,Saturday
26/02/2022,6,J38 - J39,68,None,J39 - J38,70,None,Saturday
26/02/2022,6,J37 - J38,67,None,J38 - J37,70,None,Saturday
26/02/2022,6,J36 - J37,70,None,J37 - J36,70,None,Saturday
26/02/2022,6,J35A - J36,70,None,J36 - J35A,67,None,Saturday
26/02/2022,6,J35 - J35A,70,None,J35A - J35,69,None,Saturday
26/02/2022,6,J34 - J35,68,None,J35 - J34,68,None,Saturday
26/02/2022,6,J33 - J34,67,None,J34 - J33,64,None,Saturday
26/02/2022,6,J32 - J33,60,None,J33 - J32,67,None,Saturday
26/02/2022,6,J31 - J32,67,None,J32 - J31,68,None,Saturday
26/02/2022,6,J30 - J31,70,None,J31 - J30,69,None,Saturday
26/02/2022,6,J29A - J30,70,None,J30 - J29A,68,None,Saturday
26/02/2022,6,J29 - J29A,68,None,J29A - J29,64,None,Saturday
26/02/2022,6,J28 - J29,69,None,J29 - J28,70,None,Saturday
26/02/2022,6,J27 - J28,70,None,J28 - J27,70,None,Saturday
26/02/2022,6,J26 - J27,70,None,J27 - J26,70,None,Saturday
26/02/2022,6,J25 - J26,70,None,J26 - J25,70,None,Saturday
26/02/2022,6,J24A -J25,70,None,J25 - J24A,57,None,Saturday
26/02/2022,6,J24 - J24A,70,None,J24A - J24,61,None,Saturday
26/02/2022,6,J23A - J24,70,None,J24 - J23A,57,None,Saturday
26/02/2022,6,J23 - J23A,70,None,J23A - J23,58,None,Saturday
26/02/2022,6,J22 - J23,70,None,J23 - J22,69,None,Saturday
26/02/2022,6,J21A - J22,70,None,J22 - J21A,62,None,Saturday
26/02/2022,6,J21- J21A,67,None,J21A - J21,68,None,Saturday
26/02/2022,6,J20 - J21,61,None,J21 - J20,56,None,Saturday
26/02/2022,6,J19 - J20,63,None,J20 - J19,64,None,Saturday
26/02/2022,6,J18 - J19,63,None,J19 - J18,59,None,Saturday
26/02/2022,6,J17 - J18,66,None,J18 - J17,62,None,Saturday
26/02/2022,6,J16 - J17,64,None,J17 - J16,69,None,Saturday
26/02/2022,6,J15A - J16,57,None,J16 - J15A,56,None,Saturday
26/02/2022,6,J15 - J15A,50,None,J15A - J15,57,None,Saturday
26/02/2022,6,J14 - J15,58,None,J15 - J14,56,None,Saturday
26/02/2022,6,J13 - J14,60,None,J14 - J13,59,None,Saturday
26/02/2022,6,J12 - J13,67,None,J13 - J12,66,None,Saturday
26/02/2022,6,J11A -  J12,68,None,J12 - J11A,63,None,Saturday
26/02/2022,6,J11 - J11A,66,None,J11A - J11,69,None,Saturday
26/02/2022,6,J10 - J11,65,None,J11 - J10,64,None,Saturday
26/02/2022,6,J9 - J10,62,None,J10 - J9,66,None,Saturday
26/02/2022,6,J8 -J9,59,None,J9 - J8,66,None,Saturday
26/02/2022,6,J7 - J8,62,None,J8 - J7,59,None,Saturday
26/02/2022,6,J6A -  J7,65,None,J7 - J6A,69,None,Saturday
26/02/2022,6,J6 - J6A,68,None,J6A - J6,70,None,Saturday
26/02/2022,6,J5 - J6,67,None,J6 - J5,70,None,Saturday
26/02/2022,6,J4 - J5,65,None,J5 - J4,70,None,Saturday
26/02/2022,6,J2 - J4,70,None,J4 - J2,67,None,Saturday
26/02/2022,6,J1 - J2,68,None,J2 - J1,58,None,Saturday
26/02/2022,9,J47- J48,66,None,J48 - J47,54,None,Saturday
26/02/2022,9,J46 - J47,67,None,J47 - J46,66,None,Saturday
26/02/2022,9,J45 -J46,70,None,J46 - J45,69,None,Saturday
26/02/2022,9,J43|44 - J45,66,None,J45 - J43|44,66,None,Saturday
26/02/2022,9,J42 - J43|44,62,None,J43|44 - J42,55,None,Saturday
26/02/2022,9,J41 - J42,63,None,J42 - J41,61,None,Saturday
26/02/2022,9,J40 - J41,58,None,J41 - J40,49,None,Saturday
26/02/2022,9,J39- J40,61,None,J40 - J39,63,Roadworks,Saturday
26/02/2022,9,J38 - J39,62,None,J39 - J38,62,Roadworks,Saturday
26/02/2022,9,J37 - J38,58,None,J38 - J37,50,None,Saturday
26/02/2022,9,J36 - J37,62,None,J37 - J36,50,None,Saturday
26/02/2022,9,J35A - J36,63,None,J36 - J35A,50,Roadworks,Saturday
26/02/2022,9,J35 - J35A,66,None,J35A - J35,42,Roadworks,Saturday
26/02/2022,9,J34 - J35,69,None,J35 - J34,49,None,Saturday
26/02/2022,9,J33 - J34,57,None,J34 - J33,57,None,Saturday
26/02/2022,9,J32 - J33,24,None,J33 - J32,57,None,Saturday
26/02/2022,9,J31 - J32,36,None,J32 - J31,57,None,Saturday
26/02/2022,9,J30 - J31,65,None,J31 - J30,63,None,Saturday
26/02/2022,9,J29A - J30,69,None,J30 - J29A,68,Roadworks,Saturday
26/02/2022,9,J29 - J29A,68,None,J29A - J29,67,Roadworks,Saturday
26/02/2022,9,J28 - J29,63,None,J29 - J28,62,Roadworks,Saturday
26/02/2022,9,J27 - J28,67,None,J28 - J27,62,None,Saturday
26/02/2022,9,J26 - J27,60,None,J27 - J26,58,None,Saturday
26/02/2022,9,J25 - J26,70,None,J26 - J25,62,None,Saturday
26/02/2022,9,J24A -J25,70,None,J25 - J24A,58,None,Saturday
26/02/2022,9,J24 - J24A,66,None,J24A - J24,65,None,Saturday
26/02/2022,9,J23A - J24,68,None,J24 - J23A,63,None,Saturday
26/02/2022,9,J23 - J23A,68,None,J23A - J23,62,None,Saturday
26/02/2022,9,J22 - J23,65,None,J23 - J22,65,None,Saturday
26/02/2022,9,J21A - J22,65,None,J22 - J21A,68,None,Saturday
26/02/2022,9,J21- J21A,65,None,J21A - J21,68,None,Saturday
26/02/2022,9,J20 - J21,66,None,J21 - J20,66,None,Saturday
26/02/2022,9,J19 - J20,68,None,J20 - J19,68,None,Saturday
26/02/2022,9,J18 - J19,68,None,J19 - J18,66,None,Saturday
26/02/2022,9,J17 - J18,67,None,J18 - J17,64,None,Saturday
26/02/2022,9,J16 - J17,68,None,J17 - J16,67,None,Saturday
26/02/2022,9,J15A - J16,65,None,J16 - J15A,64,None,Saturday
26/02/2022,9,J15 - J15A,63,None,J15A - J15,67,Roadworks,Saturday
26/02/2022,9,J14 - J15,61,Roadworks,J15 - J14,60,Roadworks,Saturday
26/02/2022,9,J13 - J14,64,Incident,J14 - J13,69,None,Saturday
26/02/2022,9,J12 - J13,65,Roadworks,J13 - J12,67,None,Saturday
26/02/2022,9,J11A -  J12,67,None,J12 - J11A,70,Roadworks,Saturday
26/02/2022,9,J11 - J11A,67,None,J11A - J11,68,Roadworks,Saturday
26/02/2022,9,J10 - J11,68,None,J11 - J10,66,None,Saturday
26/02/2022,9,J9 - J10,65,None,J10 - J9,67,None,Saturday
26/02/2022,9,J8 -J9,67,None,J9 - J8,62,None,Saturday
26/02/2022,9,J7 - J8,67,None,J8 - J7,61,None,Saturday
26/02/2022,9,J6A -  J7,53,None,J7 - J6A,66,None,Saturday
26/02/2022,9,J6 - J6A,70,None,J6A - J6,67,Roadworks,Saturday
26/02/2022,9,J5 - J6,70,None,J6 - J5,67,Roadworks,Saturday
26/02/2022,9,J4 - J5,66,Roadworks,J5 - J4,70,Roadworks,Saturday
26/02/2022,9,J2 - J4,70,None,J4 - J2,70,None,Saturday
26/02/2022,9,J1 - J2,69,None,J2 - J1,67,None,Saturday
26/02/2022,12,J47- J48,70,None,J48 - J47,70,None,Saturday
26/02/2022,12,J46 - J47,70,None,J47 - J46,70,None,Saturday
26/02/2022,12,J45 -J46,68,None,J46 - J45,70,None,Saturday
26/02/2022,12,J43|44 - J45,70,None,J45 - J43|44,70,None,Saturday
26/02/2022,12,J42 - J43|44,67,None,J43|44 - J42,68,None,Saturday
26/02/2022,12,J41 - J42,66,None,J42 - J41,68,None,Saturday
26/02/2022,12,J40 - J41,66,None,J41 - J40,69,None,Saturday
26/02/2022,12,J39- J40,66,None,J40 - J39,69,None,Saturday
26/02/2022,12,J38 - J39,69,None,J39 - J38,70,None,Saturday
26/02/2022,12,J37 - J38,70,None,J38 - J37,70,None,Saturday
26/02/2022,12,J36 - J37,68,None,J37 - J36,68,None,Saturday
26/02/2022,12,J35A - J36,70,None,J36 - J35A,66,None,Saturday
26/02/2022,12,J35 - J35A,69,None,J35A - J35,70,None,Saturday
26/02/2022,12,J34 - J35,65,None,J35 - J34,69,None,Saturday
26/02/2022,12,J33 - J34,60,None,J34 - J33,62,None,Saturday
26/02/2022,12,J32 - J33,42,Congestion,J33 - J32,63,None,Saturday
26/02/2022,12,J31 - J32,11,Roadworks,J32 - J31,63,None,Saturday
26/02/2022,12,J30 - J31,33,Roadworks,J31 - J30,67,None,Saturday
26/02/2022,12,J29A - J30,60,None,J30 - J29A,63,None,Saturday
26/02/2022,12,J29 - J29A,70,None,J29A - J29,66,None,Saturday
26/02/2022,12,J28 - J29,68,None,J29 - J28,68,None,Saturday
26/02/2022,12,J27 - J28,69,None,J28 - J27,67,None,Saturday
26/02/2022,12,J26 - J27,70,None,J27 - J26,70,None,Saturday
26/02/2022,12,J25 - J26,70,None,J26 - J25,70,None,Saturday
26/02/2022,12,J24A -J25,69,None,J25 - J24A,66,None,Saturday
26/02/2022,12,J24 - J24A,68,None,J24A - J24,66,None,Saturday
26/02/2022,12,J23A - J24,65,None,J24 - J23A,64,None,Saturday
26/02/2022,12,J23 - J23A,66,None,J23A - J23,69,None,Saturday
26/02/2022,12,J22 - J23,68,None,J23 - J22,68,None,Saturday
26/02/2022,12,J21A - J22,66,None,J22 - J21A,70,None,Saturday
26/02/2022,12,J21- J21A,62,None,J21A - J21,69,None,Saturday
26/02/2022,12,J20 - J21,70,None,J21 - J20,70,None,Saturday
26/02/2022,12,J19 - J20,70,None,J20 - J19,68,None,Saturday
26/02/2022,12,J18 - J19,69,None,J19 - J18,63,None,Saturday
26/02/2022,12,J17 - J18,70,None,J18 - J17,63,None,Saturday
26/02/2022,12,J16 - J17,61,None,J17 - J16,64,None,Saturday
26/02/2022,12,J15A - J16,51,None,J16 - J15A,57,None,Saturday
26/02/2022,12,J15 - J15A,49,Roadworks,J15A - J15,57,None,Saturday
26/02/2022,12,J14 - J15,56,None,J15 - J14,57,None,Saturday
26/02/2022,12,J13 - J14,60,None,J14 - J13,60,None,Saturday
26/02/2022,12,J12 - J13,66,None,J13 - J12,61,None,Saturday
26/02/2022,12,J11A -  J12,64,None,J12 - J11A,61,None,Saturday
26/02/2022,12,J11 - J11A,63,None,J11A - J11,55,None,Saturday
26/02/2022,12,J10 - J11,61,None,J11 - J10,55,None,Saturday
26/02/2022,12,J9 - J10,69,None,J10 - J9,36,Roadworks,Saturday
26/02/2022,12,J8 -J9,28,None,J9 - J8,24,Roadworks,Saturday
26/02/2022,12,J7 - J8,40,None,J8 - J7,49,Congestion,Saturday
26/02/2022,12,J6A -  J7,20,None,J7 - J6A,43,Congestion,Saturday
26/02/2022,12,J6 - J6A,58,None,J6A - J6,70,None,Saturday
26/02/2022,12,J5 - J6,69,None,J6 - J5,68,None,Saturday
26/02/2022,12,J4 - J5,69,None,J5 - J4,65,None,Saturday
26/02/2022,12,J2 - J4,69,None,J4 - J2,68,None,Saturday
26/02/2022,12,J1 - J2,62,None,J2 - J1,40,None,Saturday
26/02/2022,15,J47- J48,70,None,J48 - J47,67,None,Saturday
26/02/2022,15,J46 - J47,70,None,J47 - J46,69,None,Saturday
26/02/2022,15,J45 -J46,63,None,J46 - J45,70,None,Saturday
26/02/2022,15,J43|44 - J45,70,None,J45 - J43|44,70,None,Saturday
26/02/2022,15,J42 - J43|44,70,None,J43|44 - J42,64,None,Saturday
26/02/2022,15,J41 - J42,69,None,J42 - J41,44,Congestion,Saturday
26/02/2022,15,J40 - J41,67,None,J41 - J40,69,None,Saturday
26/02/2022,15,J39- J40,68,None,J40 - J39,70,None,Saturday
26/02/2022,15,J38 - J39,70,None,J39 - J38,70,None,Saturday
26/02/2022,15,J37 - J38,70,None,J38 - J37,70,None,Saturday
26/02/2022,15,J36 - J37,70,None,J37 - J36,67,None,Saturday
26/02/2022,15,J35A - J36,65,None,J36 - J35A,64,None,Saturday
26/02/2022,15,J35 - J35A,66,None,J35A - J35,70,None,Saturday
26/02/2022,15,J34 - J35,65,None,J35 - J34,70,None,Saturday
26/02/2022,15,J33 - J34,60,None,J34 - J33,64,None,Saturday
26/02/2022,15,J32 - J33,46,Congestion,J33 - J32,66,None,Saturday
26/02/2022,15,J31 - J32,43,Roadworks,J32 - J31,67,None,Saturday
26/02/2022,15,J30 - J31,70,None,J31 - J30,70,None,Saturday
26/02/2022,15,J29A - J30,70,None,J30 - J29A,70,None,Saturday
26/02/2022,15,J29 - J29A,70,None,J29A - J29,70,None,Saturday
26/02/2022,15,J28 - J29,70,None,J29 - J28,70,None,Saturday
26/02/2022,15,J27 - J28,70,None,J28 - J27,70,None,Saturday
26/02/2022,15,J26 - J27,70,None,J27 - J26,70,None,Saturday
26/02/2022,15,J25 - J26,70,None,J26 - J25,68,None,Saturday
26/02/2022,15,J24A -J25,70,None,J25 - J24A,70,None,Saturday
26/02/2022,15,J24 - J24A,70,None,J24A - J24,69,None,Saturday
26/02/2022,15,J23A - J24,69,None,J24 - J23A,70,None,Saturday
26/02/2022,15,J23 - J23A,70,None,J23A - J23,70,None,Saturday
26/02/2022,15,J22 - J23,70,None,J23 - J22,70,None,Saturday
26/02/2022,15,J21A - J22,70,None,J22 - J21A,70,None,Saturday
26/02/2022,15,J21- J21A,69,None,J21A - J21,68,None,Saturday
26/02/2022,15,J20 - J21,70,None,J21 - J20,70,None,Saturday
26/02/2022,15,J19 - J20,68,None,J20 - J19,68,None,Saturday
26/02/2022,15,J18 - J19,70,None,J19 - J18,68,None,Saturday
26/02/2022,15,J17 - J18,70,None,J18 - J17,66,None,Saturday
26/02/2022,15,J16 - J17,70,None,J17 - J16,66,None,Saturday
26/02/2022,15,J15A - J16,56,None,J16 - J15A,56,None,Saturday
26/02/2022,15,J15 - J15A,50,None,J15A - J15,56,None,Saturday
26/02/2022,15,J14 - J15,57,None,J15 - J14,58,None,Saturday
26/02/2022,15,J13 - J14,61,None,J14 - J13,58,None,Saturday
26/02/2022,15,J12 - J13,68,None,J13 - J12,62,None,Saturday
26/02/2022,15,J11A -  J12,67,None,J12 - J11A,62,None,Saturday
26/02/2022,15,J11 - J11A,65,None,J11A - J11,60,None,Saturday
26/02/2022,15,J10 - J11,60,None,J11 - J10,58,None,Saturday
26/02/2022,15,J9 - J10,66,None,J10 - J9,36,Roadworks,Saturday
26/02/2022,15,J8 -J9,21,Congestion,J9 - J8,27,Roadworks,Saturday
26/02/2022,15,J7 - J8,10,Congestion,J8 - J7,56,None,Saturday
26/02/2022,15,J6A -  J7,9,Roadworks,J7 - J6A,55,None,Saturday
26/02/2022,15,J6 - J6A,22,Roadworks,J6A - J6,70,None,Saturday
26/02/2022,15,J5 - J6,57,None,J6 - J5,69,None,Saturday
26/02/2022,15,J4 - J5,58,None,J5 - J4,68,None,Saturday
26/02/2022,15,J2 - J4,62,None,J4 - J2,68,None,Saturday
26/02/2022,15,J1 - J2,63,None,J2 - J1,56,None,Saturday
26/02/2022,18,J47- J48,70,None,J48 - J47,70,None,Saturday
26/02/2022,18,J46 - J47,70,None,J47 - J46,70,None,Saturday
26/02/2022,18,J45 -J46,70,None,J46 - J45,70,None,Saturday
26/02/2022,18,J43|44 - J45,70,None,J45 - J43|44,69,None,Saturday
26/02/2022,18,J42 - J43|44,69,None,J43|44 - J42,67,None,Saturday
26/02/2022,18,J41 - J42,68,None,J42 - J41,67,None,Saturday
26/02/2022,18,J40 - J41,68,None,J41 - J40,65,None,Saturday
26/02/2022,18,J39- J40,70,None,J40 - J39,64,None,Saturday
26/02/2022,18,J38 - J39,70,None,J39 - J38,70,None,Saturday
26/02/2022,18,J37 - J38,67,None,J38 - J37,70,None,Saturday
26/02/2022,18,J36 - J37,70,None,J37 - J36,70,None,Saturday
26/02/2022,18,J35A - J36,70,None,J36 - J35A,67,None,Saturday
26/02/2022,18,J35 - J35A,69,None,J35A - J35,70,None,Saturday
26/02/2022,18,J34 - J35,67,None,J35 - J34,68,None,Saturday
